,value.AgeGroup,value.Subject,value.StudyNo,value.PrimeInstruction,value.totalitems,value.correctitems,value.wrongitems,value.targetacc,value.rtrials,value.ptrials,value.btrials,value.utrials,value.rcorrecttrials,value.pcorrecttrials,value.bcorrecttrials,value.ucorrecttrials,value.racc,value.pacc,value.bacc,value.uacc,value.rmcq,value.pmcq,value.bmcq,value.umcq,value.r_know,value.r_dontknow,value.r_other,value.r_TOT,value.p_know,value.p_dontknow,value.p_other,value.p_TOT,value.b_know,value.b_dontknow,value.b_other,value.b_TOT,value.u_know,value.u_dontknow,value.u_other,value.u_TOT,value.correct_r,value.correct_p,value.correct_b,value.correct_u,value.wrong_r,value.wrong_p,value.wrong_b,value.wrong_u,value.wrong_r_r,value.wrong_r_p,value.wrong_r_b,value.wrong_r_u,value.wrong_r_x,value.wrong_p_r,value.wrong_p_p,value.wrong_p_b,value.wrong_p_u,value.wrong_p_x,value.wrong_b_r,value.wrong_b_p,value.wrong_b_b,value.wrong_b_u,value.wrong_b_x,value.wrong_u_r,value.wrong_u_p,value.wrong_u_b,value.wrong_u_u,value.wrong_u_x,value.prop_r_r,value.prop_r_p,value.prop_r_b,value.prop_r_u,value.prop_r_x,value.prop_p_r,value.prop_p_p,value.prop_p_b,value.prop_p_u,value.prop_p_x,value.prop_b_r,value.prop_b_p,value.prop_b_b,value.prop_b_u,value.prop_b_x,value.prop_u_r,value.prop_u_p,value.prop_u_b,value.prop_u_u,value.prop_u_x,value.know,value.dontknow,value.other,value.TOT,visible
142,Young,9,1,NoInstruction,100,17,83,0.17,25,25,25,25,2,4,3,8,0.08,0.16,0.12,0.32,0.68,0.88,0.76,0.84,7,11,4,3,3,8,7,7,9,6,4,6,8,8,4,5,17,22,19,21,8,3,6,4,7,0,1,0,0,1,1,1,0,0,4,0,2,0,0,0,1,3,0,0,0.875,0,0.125,0,0,0.333333333,0.333333333,0.333333333,0,0,0.666666667,0,0.333333333,0,0,0,0.25,0.75,0,0,27,33,19,21,FALSE
143,Young,10,1,NoInstruction,100,29,71,0.29,25,25,25,25,7,11,8,3,0.28,0.44,0.32,0.12,0.76,0.68,0.68,0.76,15,1,0,9,19,0,1,5,18,1,1,5,15,1,1,8,19,17,17,19,6,8,8,6,5,0,1,0,0,2,0,6,0,0,1,0,7,0,0,2,1,3,0,0,0.833333333,0,0.166666667,0,0,0.25,0,0.75,0,0,0.125,0,0.875,0,0,0.333333333,0.166666667,0.5,0,0,67,3,3,27,FALSE
144,Young,11,1,NoInstruction,100,9,91,0.09,25,25,25,25,3,1,2,3,0.12,0.04,0.08,0.12,0.52,0.52,0.48,0.52,9,5,5,6,3,6,9,7,4,8,6,7,3,8,8,6,13,13,12,13,12,12,13,12,6,0,6,0,0,6,3,3,0,0,6,0,7,0,0,9,0,3,0,0,0.5,0,0.5,0,0,0.5,0.25,0.25,0,0,0.461538462,0,0.538461538,0,0,0.75,0,0.25,0,0,19,27,28,26,FALSE
145,Young,12,1,NoInstruction,100,19,81,0.19,25,25,25,25,3,2,10,4,0.12,0.08,0.4,0.16,0.52,0.64,0.56,0.64,8,9,3,5,6,9,4,6,16,3,4,2,6,9,3,7,13,16,14,16,12,9,11,9,8,1,3,0,0,6,0,3,0,0,6,0,5,0,0,5,0,4,0,0,0.666666667,0.083333333,0.25,0,0,0.666666667,0,0.333333333,0,0,0.545454545,0,0.454545455,0,0,0.555555556,0,0.444444444,0,0,36,30,14,20,FALSE
146,Young,13,1,NoInstruction,100,28,72,0.28,25,25,25,25,3,13,4,8,0.12,0.52,0.16,0.32,0.4,0.92,0.72,0.76,14,5,0,6,13,5,0,7,12,5,2,6,15,3,0,7,10,23,18,19,15,2,7,6,13,0,2,0,0,2,0,0,0,0,4,0,3,0,0,2,0,3,1,0,0.866666667,0,0.133333333,0,0,1,0,0,0,0,0.571428571,0,0.428571429,0,0,0.333333333,0,0.5,0.166666667,0,54,18,2,26,FALSE
147,Young,14,1,NoInstruction,100,12,88,0.12,25,25,25,25,3,8,1,0,0.12,0.32,0.04,0,0.68,0.52,0.44,0.56,4,11,2,8,8,9,4,4,2,15,2,6,1,12,5,7,17,13,11,14,8,12,14,11,5,0,3,0,0,6,1,5,0,0,7,0,7,0,0,8,0,2,0,0,0.625,0,0.375,0,0,0.5,0.083333333,0.416666667,0,0,0.5,0,0.5,0,0,0.727272727,0,0.181818182,0,0,15,47,13,25,FALSE
148,Young,15,1,NoInstruction,100,26,74,0.26,25,25,25,25,10,4,9,3,0.4,0.16,0.36,0.12,0.48,0.76,0.68,0.72,16,7,2,0,13,4,7,1,16,7,0,2,6,10,7,2,12,19,17,18,13,6,8,7,8,0,5,0,0,4,0,2,0,0,3,0,5,0,0,1,0,6,0,0,0.615384615,0,0.384615385,0,0,0.666666667,0,0.333333333,0,0,0.375,0,0.625,0,0,0.142857143,0,0.857142857,0,0,51,28,16,5,FALSE
149,Young,16,1,NoInstruction,100,20,80,0.2,25,25,25,25,3,7,6,4,0.12,0.28,0.24,0.16,0.6,0.72,0.52,0.64,14,6,1,4,12,6,0,7,11,10,1,3,5,11,3,6,15,18,13,16,10,7,12,9,8,0,2,0,0,5,1,1,0,0,3,0,9,0,0,4,2,3,0,0,0.8,0,0.2,0,0,0.714285714,0.142857143,0.142857143,0,0,0.25,0,0.75,0,0,0.444444444,0.222222222,0.333333333,0,0,42,33,5,20,FALSE
150,Young,17,1,NoInstruction,100,16,84,0.16,25,25,25,25,2,8,0,6,0.08,0.32,0,0.24,0.44,0.8,0.56,0.56,1,10,6,8,8,4,4,9,8,3,7,7,6,6,5,8,11,20,14,14,14,5,11,11,6,0,8,0,0,4,0,1,0,0,7,0,4,0,0,6,0,4,1,0,0.428571429,0,0.571428571,0,0,0.8,0,0.2,0,0,0.636363636,0,0.363636364,0,0,0.545454545,0,0.363636364,0.090909091,0,23,23,22,32,FALSE
151,Young,18,1,NoInstruction,100,24,77,0.24,25,25,25,25,7,10,5,2,0.28,0.4,0.2,0.08,0.68,0.68,0.64,0.76,9,14,1,1,12,8,3,2,3,14,4,4,4,16,2,3,17,17,16,19,8,8,9,6,5,0,3,0,0,2,1,4,1,0,5,1,3,0,0,3,1,2,0,0,0.625,0,0.375,0,0,0.25,0.125,0.5,0.125,0,0.555555556,0.111111111,0.333333333,0,0,0.5,0.166666667,0.333333333,0,0,28,52,10,10,FALSE
152,Young,19,1,NoInstruction,100,25,75,0.25,25,25,25,25,7,5,9,4,0.28,0.2,0.36,0.16,0.68,0.76,0.88,0.68,11,5,6,3,8,7,5,5,12,6,4,3,5,11,4,5,17,19,22,17,8,6,3,8,5,0,3,0,0,3,0,3,0,0,0,0,3,0,0,5,0,3,0,0,0.625,0,0.375,0,0,0.5,0,0.5,0,0,0,0,1,0,0,0.625,0,0.375,0,0,36,29,19,16,FALSE
153,Young,20,1,NoInstruction,100,15,85,0.15,25,25,25,25,4,1,8,2,0.16,0.04,0.32,0.08,0.52,0.56,0.44,0.48,4,5,6,10,3,7,9,6,14,6,3,2,5,9,3,8,13,14,11,12,12,11,14,13,9,0,3,0,0,9,0,2,0,0,5,1,7,1,0,7,0,6,0,0,0.75,0,0.25,0,0,0.818181818,0,0.181818182,0,0,0.357142857,0.071428571,0.5,0.071428571,0,0.538461538,0,0.461538462,0,0,26,27,21,26,FALSE
154,Young,21,1,NoInstruction,100,39,61,0.39,25,25,25,25,6,14,9,10,0.24,0.56,0.36,0.4,0.76,0.76,0.92,0.72,14,4,5,2,16,4,5,0,16,1,6,2,19,3,2,1,19,19,23,18,6,6,2,7,5,0,1,0,0,3,0,3,0,0,0,0,2,0,0,2,0,5,0,0,0.833333333,0,0.166666667,0,0,0.5,0,0.5,0,0,0,0,1,0,0,0.285714286,0,0.714285714,0,0,65,12,18,5,FALSE
155,Young,22,1,NoInstruction,100,32,68,0.32,25,25,25,25,13,9,6,4,0.52,0.36,0.24,0.16,0.72,0.56,0.84,0.72,10,7,7,1,6,10,7,2,7,8,8,2,6,9,10,0,18,14,21,18,7,11,4,7,3,1,3,0,0,7,0,4,0,0,3,0,1,0,0,4,1,2,0,0,0.428571429,0.142857143,0.428571429,0,0,0.636363636,0,0.363636364,0,0,0.75,0,0.25,0,0,0.571428571,0.142857143,0.285714286,0,0,29,34,32,5,FALSE
156,Young,23,1,NoInstruction,100,41,59,0.41,25,25,25,25,13,8,13,7,0.52,0.32,0.52,0.28,0.88,0.84,0.88,0.84,15,5,0,5,14,5,1,5,16,7,1,1,9,12,1,3,22,21,22,21,3,4,3,4,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.5,0,0.5,0,0,54,29,3,14,FALSE
157,Young,24,1,NoInstruction,100,8,92,0.08,25,25,25,25,0,2,3,3,0,0.08,0.12,0.12,0.6,0.52,0.4,0.68,1,10,13,1,1,12,11,1,6,8,10,1,2,14,9,0,15,13,10,17,10,12,15,8,6,0,4,0,0,8,0,4,0,0,7,0,8,0,0,3,0,5,0,0,0.6,0,0.4,0,0,0.666666667,0,0.333333333,0,0,0.466666667,0,0.533333333,0,0,0.375,0,0.625,0,0,10,44,43,3,FALSE
158,Young,25,1,NoInstruction,100,37,63,0.37,25,25,25,25,6,12,7,12,0.24,0.48,0.28,0.48,0.68,0.72,0.84,0.72,18,2,5,0,14,8,3,0,7,5,11,2,13,3,9,0,17,18,21,18,8,7,4,7,6,0,2,0,0,1,1,5,0,0,2,0,2,0,0,4,0,3,0,0,0.75,0,0.25,0,0,0.142857143,0.142857143,0.714285714,0,0,0.5,0,0.5,0,0,0.571428571,0,0.428571429,0,0,52,18,28,2,FALSE
159,Young,26,1,NoInstruction,100,12,88,0.12,25,25,25,25,4,5,2,1,0.16,0.2,0.08,0.04,0.56,0.68,0.68,0.84,11,3,2,9,8,8,2,7,5,7,0,13,5,3,3,14,14,17,17,21,11,8,8,4,8,1,2,0,0,2,1,5,0,0,5,0,3,0,0,2,0,2,0,0,0.727272727,0.090909091,0.181818182,0,0,0.25,0.125,0.625,0,0,0.625,0,0.375,0,0,0.5,0,0.5,0,0,29,21,7,43,FALSE
160,Young,27,1,NoInstruction,100,32,69,0.32,25,25,25,25,9,8,10,5,0.36,0.32,0.4,0.2,0.68,0.8,0.8,0.72,18,5,1,1,14,6,1,4,15,7,2,1,10,7,5,3,17,20,20,18,8,5,5,7,4,1,3,0,0,2,0,3,0,0,3,0,2,0,0,4,0,2,1,0,0.5,0.125,0.375,0,0,0.4,0,0.6,0,0,0.6,0,0.4,0,0,0.571428571,0,0.285714286,0.142857143,0,57,25,9,9,FALSE
161,Young,28,1,NoInstruction,100,12,88,0.12,25,25,25,25,1,5,5,1,0.04,0.2,0.2,0.04,0.44,0.56,0.44,0.44,5,9,8,3,3,16,5,1,7,6,7,5,4,12,5,4,11,14,11,11,14,11,14,14,12,0,2,0,0,6,1,4,0,0,7,0,7,0,0,8,0,5,1,0,0.857142857,0,0.142857143,0,0,0.545454545,0.090909091,0.363636364,0,0,0.5,0,0.5,0,0,0.571428571,0,0.357142857,0.071428571,0,19,43,25,13,FALSE
162,Young,29,1,NoInstruction,100,29,71,0.29,25,25,25,25,5,11,3,10,0.2,0.44,0.12,0.4,0.48,0.64,0.64,0.6,14,9,0,2,16,8,0,1,12,9,1,3,18,4,1,2,12,16,16,15,13,9,9,10,12,0,1,0,0,2,1,6,0,0,4,0,5,0,0,5,1,4,0,0,0.923076923,0,0.076923077,0,0,0.222222222,0.111111111,0.666666667,0,0,0.444444444,0,0.555555556,0,0,0.5,0.1,0.4,0,0,60,30,2,8,FALSE
163,Young,30,1,NoInstruction,100,17,84,0.17,25,25,25,25,5,7,3,2,0.2,0.28,0.12,0.08,0.64,0.48,0.64,0.64,2,12,7,4,7,6,10,2,6,11,4,4,2,10,6,7,16,12,16,16,9,13,9,9,4,0,5,0,0,6,1,6,0,0,6,0,3,0,0,6,0,3,0,0,0.444444444,0,0.555555556,0,0,0.461538462,0.076923077,0.461538462,0,0,0.666666667,0,0.333333333,0,0,0.666666667,0,0.333333333,0,0,17,39,27,17,FALSE
164,Young,31,1,NoInstruction,100,70,30,0.7,25,25,25,25,22,18,17,13,0.88,0.72,0.68,0.52,0.88,0.92,0.84,0.96,23,0,2,0,20,0,4,1,21,2,2,0,16,2,7,0,22,23,21,24,3,2,4,1,2,0,1,0,0,1,0,0,1,0,1,0,3,0,0,0,0,1,0,0,0.666666667,0,0.333333333,0,0,0.5,0,0,0.5,0,0.25,0,0.75,0,0,0,0,1,0,0,80,4,15,1,FALSE
165,Young,32,1,NoInstruction,100,17,83,0.17,25,25,25,25,1,5,7,4,0.04,0.2,0.28,0.16,0.68,0.52,0.56,0.6,8,5,10,2,8,7,9,1,8,7,8,2,6,6,9,4,17,13,14,15,8,12,11,10,6,1,1,0,0,7,2,3,0,0,4,2,5,0,0,4,0,6,0,0,0.75,0.125,0.125,0,0,0.583333333,0.166666667,0.25,0,0,0.363636364,0.181818182,0.454545455,0,0,0.4,0,0.6,0,0,30,25,36,9,FALSE
166,Young,33,1,NoInstruction,100,18,82,0.18,25,25,25,25,1,4,2,11,0.04,0.16,0.08,0.44,0.48,0.72,0.56,0.68,17,8,0,0,12,10,2,1,15,6,4,0,19,4,1,1,12,18,14,17,13,7,11,8,11,0,2,0,0,3,1,3,0,0,3,0,7,1,0,3,1,4,0,0,0.846153846,0,0.153846154,0,0,0.428571429,0.142857143,0.428571429,0,0,0.272727273,0,0.636363636,0.090909091,0,0.375,0.125,0.5,0,0,63,28,7,2,FALSE
167,Young,34,1,NoInstruction,100,33,67,0.33,25,25,25,25,9,10,9,5,0.36,0.4,0.36,0.2,0.92,0.76,0.96,0.68,12,10,3,0,14,9,2,0,13,9,2,1,10,12,2,1,23,19,24,17,2,6,1,8,2,0,0,0,0,2,1,3,0,0,0,0,1,0,0,4,1,3,0,0,1,0,0,0,0,0.333333333,0.166666667,0.5,0,0,0,0,1,0,0,0.5,0.125,0.375,0,0,49,40,9,2,FALSE
168,Young,35,1,NoInstruction,100,15,86,0.15,25,25,25,25,6,3,4,2,0.24,0.12,0.16,0.08,0.48,0.6,0.4,0.56,7,12,6,0,8,8,7,2,6,14,3,2,4,13,7,1,12,15,10,14,13,10,15,11,9,0,4,0,0,5,0,5,0,0,9,0,6,0,0,6,0,5,0,0,0.692307692,0,0.307692308,0,0,0.5,0,0.5,0,0,0.6,0,0.4,0,0,0.545454545,0,0.454545455,0,0,25,47,23,5,FALSE
169,Young,36,1,NoInstruction,100,18,82,0.18,25,25,25,25,1,7,5,5,0.04,0.28,0.2,0.2,0.6,0.72,0.68,0.76,13,2,5,5,9,7,1,8,11,5,6,3,7,9,6,3,15,18,17,19,10,7,8,6,7,0,3,0,0,5,0,1,1,0,5,0,3,0,0,2,0,4,0,0,0.7,0,0.3,0,0,0.714285714,0,0.142857143,0.142857143,0,0.625,0,0.375,0,0,0.333333333,0,0.666666667,0,0,40,23,18,19,FALSE
170,Young,37,1,NoInstruction,100,12,88,0.12,25,25,25,25,2,2,3,5,0.08,0.08,0.12,0.2,0.68,0.68,0.72,0.64,7,5,8,5,3,12,5,5,4,6,8,7,9,7,4,5,17,17,18,16,8,8,7,9,5,0,3,0,0,3,0,5,0,0,5,0,2,0,0,6,1,2,0,0,0.625,0,0.375,0,0,0.375,0,0.625,0,0,0.714285714,0,0.285714286,0,0,0.666666667,0.111111111,0.222222222,0,0,23,30,25,22,FALSE
171,Young,38,1,NoInstruction,100,17,83,0.17,25,25,25,25,3,8,4,2,0.12,0.32,0.16,0.08,0.68,0.64,0.68,0.72,10,4,8,3,11,6,7,1,11,7,5,2,4,10,10,1,17,16,17,18,8,9,8,7,5,2,1,0,0,5,0,4,0,0,4,0,4,0,0,5,0,2,0,0,0.625,0.25,0.125,0,0,0.555555556,0,0.444444444,0,0,0.5,0,0.5,0,0,0.714285714,0,0.285714286,0,0,36,27,30,7,FALSE
172,Young,39,1,NoInstruction,100,8,92,0.08,25,25,25,25,1,0,4,3,0.04,0,0.16,0.12,0.36,0.44,0.68,0.52,15,8,0,2,8,7,2,8,6,10,1,8,10,9,1,5,9,11,17,13,16,14,8,12,11,1,4,0,0,6,0,8,0,0,4,0,4,0,0,4,2,6,0,0,0.6875,0.0625,0.25,0,0,0.428571429,0,0.571428571,0,0,0.5,0,0.5,0,0,0.333333333,0.166666667,0.5,0,0,39,34,4,23,FALSE
173,Young,40,1,NoInstruction,100,20,81,0.2,25,25,25,25,4,5,6,5,0.16,0.2,0.24,0.2,0.64,0.72,0.52,0.64,15,5,2,3,11,3,1,10,17,4,0,4,9,6,1,9,16,18,13,16,9,7,12,9,6,0,3,0,0,4,0,3,0,0,7,1,4,0,0,6,0,3,0,0,0.666666667,0,0.333333333,0,0,0.571428571,0,0.428571429,0,0,0.583333333,0.083333333,0.333333333,0,0,0.666666667,0,0.333333333,0,0,52,18,4,26,FALSE
174,Young,41,1,NoInstruction,100,23,77,0.23,25,25,25,25,5,6,5,7,0.2,0.24,0.2,0.28,0.68,0.84,0.76,0.64,6,11,6,2,5,11,7,2,6,7,11,1,5,10,6,4,17,21,19,16,8,4,6,9,4,0,2,2,0,1,0,3,0,0,4,0,2,0,0,7,0,2,0,0,0.5,0,0.25,0.25,0,0.25,0,0.75,0,0,0.666666667,0,0.333333333,0,0,0.777777778,0,0.222222222,0,0,22,39,30,9,FALSE
175,Young,42,1,NoInstruction,100,26,74,0.26,25,25,25,25,9,7,5,5,0.36,0.28,0.2,0.2,0.8,0.72,0.76,0.88,13,5,5,2,13,7,1,4,12,6,2,5,7,10,3,5,20,18,19,22,5,7,6,3,3,0,2,0,0,2,1,4,0,0,5,0,0,1,0,2,0,1,0,0,0.6,0,0.4,0,0,0.285714286,0.142857143,0.571428571,0,0,0.833333333,0,0,0.166666667,0,0.666666667,0,0.333333333,0,0,45,28,11,16,FALSE
176,Young,43,1,NoInstruction,100,30,70,0.3,25,25,25,25,10,9,7,4,0.4,0.36,0.28,0.16,0.72,0.72,0.64,0.68,20,4,0,1,12,6,3,4,12,6,3,4,9,9,3,4,18,18,16,17,7,7,9,8,6,0,1,0,0,5,0,2,0,0,3,0,6,0,0,4,1,2,1,0,0.857142857,0,0.142857143,0,0,0.714285714,0,0.285714286,0,0,0.333333333,0,0.666666667,0,0,0.5,0.125,0.25,0.125,0,53,25,9,13,FALSE
177,Young,44,1,NoInstruction,100,17,83,0.17,25,25,25,25,2,4,6,5,0.08,0.16,0.24,0.2,0.48,0.56,0.52,0.72,8,5,11,1,9,7,6,3,11,6,6,2,8,9,1,7,12,14,13,18,13,11,12,7,10,0,3,0,0,8,1,2,0,0,6,0,6,0,0,6,0,1,0,0,0.769230769,0,0.230769231,0,0,0.727272727,0.090909091,0.181818182,0,0,0.5,0,0.5,0,0,0.857142857,0,0.142857143,0,0,36,27,24,13,FALSE
87,Young,59,2,NoInstruction,100,27,73,0.27,25,25,25,25,7,9,8,3,0.28,0.36,0.32,0.12,0.72,0.96,0.72,0.76,17,7,1,0,17,5,0,3,14,7,1,3,13,11,0,1,18,24,18,19,7,1,7,6,4,0,3,0,0,1,0,0,0,0,3,3,1,0,0,2,0,4,0,0,0.571428571,0,0.428571429,0,0,1,0,0,0,0,0.428571429,0.428571429,0.142857143,0,0,0.333333333,0,0.666666667,0,0,61,30,2,7,FALSE
96,Young,60,2,NoInstruction,100,16,84,0.16,25,25,25,25,2,5,4,5,0.08,0.2,0.16,0.2,0.6,0.8,0.56,0.68,19,3,2,1,11,2,7,5,18,4,2,1,9,9,3,4,15,20,14,17,10,5,11,8,9,0,1,0,0,3,0,2,0,0,5,1,5,0,0,4,0,4,0,0,0.9,0,0.1,0,0,0.6,0,0.4,0,0,0.454545455,0.090909091,0.454545455,0,0,0.5,0,0.5,0,0,57,18,14,11,FALSE
69,Young,61,2,NoInstruction,100,30,70,0.3,25,25,25,25,5,10,6,9,0.2,0.4,0.24,0.36,0.6,0.84,0.8,0.68,6,7,11,1,12,4,7,2,8,4,8,5,15,2,6,2,15,21,20,17,10,4,5,8,6,0,3,0,1,2,0,2,0,0,3,0,2,0,0,3,1,3,0,1,0.6,0,0.3,0,0.1,0.5,0,0.5,0,0,0.6,0,0.4,0,0,0.375,0.125,0.375,0,0.125,41,17,32,10,FALSE
78,Young,62,2,NoInstruction,100,47,53,0.47,25,25,25,25,12,13,13,9,0.48,0.52,0.52,0.36,0.88,0.92,0.96,0.84,16,2,0,7,23,0,0,2,14,1,0,10,14,1,0,10,22,23,24,21,3,2,1,4,1,0,2,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,1,0,0.333333333,0,0.666666667,0,0,0,0,1,0,0,1,0,0,0,0,0.75,0,0,0.25,0,67,4,0,29,FALSE
